a b c d e f g h i
676 -999 -0.1738 -0.6089 0.2773 -999 -0.1952 -0.4707 0.0871
677 -999 -0.0919 -0.4928 0.2927 -999 -0.1977 -0.4736 0.084
678 -999 -0.1337 -0.5489 0.2651 -999 -0.2005 -0.4763 0.0801
679 -999 -0.103 -0.502 0.2098 -999 -0.2037 -0.4788 0.0759
680 -999 -0.098 -0.5058 0.2173 -999 -0.2072 -0.4831 0.0718
681 -999 -0.1987 -0.6388 0.2326 -999 -0.2112 -0.4884 0.0671
682 -999 -0.2108 -0.6689 0.1507 -999 -0.2153 -0.491 0.0619
683 -999 -0.1496 -0.5678 0.1762 -999 -0.2196 -0.4957 0.0573
684 -999 -0.2756 -0.7199 0.0735 -999 -0.2239 -0.5012 0.0529
685 -999 -0.2638 -0.7088 0.0461 -999 -0.2285 -0.5042 0.0468
686 -999 -0.2696 -0.6518 0.0633 -999 -0.2325 -0.507 0.0424
687 -999 -0.3248 -0.7209 0.0453 -999 -0.2362 -0.511 0.0387
688 -999 -0.3049 -0.6879 0.0407 -999 -0.2401 -0.5135 0.0358
689 -999 -0.3329 -0.6928 0.0049 -999 -0.243 -0.5158 0.0324
690 -999 -0.4069 -0.7998 -0.0202 -999 -0.2456 -0.5171 0.0291
691 -999 -0.3554 -0.7208 0.0409 -999 -0.2479 -0.5186 0.0253
692 -999 -0.4116 -0.7969 -0.0265 -999 -0.2495 -0.519 0.0229
693 -999 -0.4609 -0.8459 -0.0558 -999 -0.2505 -0.5194 0.0201
694 -999 -0.4564 -0.8697 -0.0841 -999 -0.251 -0.5188 0.0178
695 -999 -0.3703 -0.748 -0.0233 -999 -0.251 -0.519 0.0152
696 -999 -0.3218 -0.6908 0.0196 -999 -0.2503 -0.5179 0.0142
697 -999 -0.363 -0.7248 -0.0253 -999 -0.2491 -0.5155 0.0141
698 -999 -0.2774 -0.6099 0.0495 -999 -0.2474 -0.5128 0.0139
699 -999 -0.3734 -0.7919 -0.0401 -999 -0.2452 -0.5111 0.0143
700 -999 -0.2773 -0.5968 0.0325 -999 -0.2428 -0.5066 0.0147
701 -999 -0.1876 -0.5769 0.1148 -999 -0.2398 -0.5031 0.0166
702 -999 -0.2477 -0.6449 0.1009 -999 -0.2371 -0.4995 0.0179
703 -999 -0.1851 -0.6118 0.13 -999 -0.2342 -0.4961 0.0189
704 -999 -0.1553 -0.4997 0.1484 -999 -0.2312 -0.4919 0.0196
705 -999 -0.1568 -0.4979 0.0965 -999 -0.2282 -0.4868 0.0208
706 -999 -0.2108 -0.5769 0.0825 -999 -0.2253 -0.4795 0.022
707 -999 -0.1859 -0.5629 0.1417 -999 -0.2224 -0.4755 0.023
708 -999 -0.0667 -0.4158 0.2567 -999 -0.2195 -0.4706 0.0247
709 -999 -0.1836 -0.5268 0.1232 -999 -0.2167 -0.4672 0.0271
710 -999 -0.1149 -0.4396 0.2189 -999 -0.2141 -0.4647 0.0296
711 -999 -0.1646 -0.4958 0.1391 -999 -0.2118 -0.4602 0.0314
712 -999 -0.1585 -0.4738 0.1476 -999 -0.2096 -0.4556 0.0331
713 -999 -0.2267 -0.5539 0.0575 -999 -0.2075 -0.4528 0.0336
714 -999 -0.2294 -0.5298 0.0829 -999 -0.2053 -0.4501 0.0349
715 -999 -0.252 -0.5912 0.0691 -999 -0.2031 -0.447 0.0375
716 -999 -0.2268 -0.5688 0.0981 -999 -0.2012 -0.4453 0.0403
717 -999 -0.2412 -0.5928 0.0871 -999 -0.1995 -0.4439 0.0418
718 -999 -0.208 -0.5418 0.0795 -999 -0.1979 -0.4411 0.0431
719 -999 -0.1709 -0.5229 0.1299 -999 -0.1963 -0.4393 0.0464
720 -999 -0.232 -0.6619 0.1286 -999 -0.1948 -0.4372 0.0477
721 -999 -0.1634 -0.5059 0.1627 -999 -0.1933 -0.4359 0.0503
722 -999 -0.1999 -0.5369 0.1085 -999 -0.1922 -0.4328 0.052
723 -999 -0.2205 -0.5628 0.0843 -999 -0.191 -0.431 0.0535
724 -999 -0.1989 -0.5438 0.1079 -999 -0.19 -0.4296 0.0533
725 -999 -0.1327 -0.4848 0.1668 -999 -0.1889 -0.4289 0.0547
726 -999 -0.1908 -0.5588 0.1393 -999 -0.1879 -0.4281 0.0558
727 -999 -0.1458 -0.5068 0.1646 -999 -0.1869 -0.4261 0.0557
728 -999 -0.1171 -0.4663 0.1578 -999 -0.1861 -0.425 0.0564
729 -999 -0.1228 -0.4678 0.1816 -999 -0.1853 -0.4243 0.0573
730 -999 -0.1329 -0.4769 0.173 -999 -0.1843 -0.4224 0.0577
731 -999 -0.1138 -0.4358 0.1961 -999 -0.1837 -0.4212 0.0582
732 -999 -0.1349 -0.4808 0.1432 -999 -0.183 -0.4191 0.0585
733 -999 -0.2493 -0.6409 0.06 -999 -0.1823 -0.4174 0.0595
734 -999 -0.2329 -0.5808 0.0645 -999 -0.1813 -0.4157 0.0606
735 -999 -0.2352 -0.5369 0.0577 -999 -0.1803 -0.4143 0.0617
736 -999 -0.2517 -0.5751 0.0468 -999 -0.1792 -0.4128 0.0627
737 -999 -0.2504 -0.5719 0.0623 -999 -0.1779 -0.4113 0.0633
738 -999 -0.2397 -0.5709 0.0586 -999 -0.1764 -0.4102 0.0649
739 -999 -0.2491 -0.5678 0.057 -999 -0.1746 -0.4088 0.0658
740 -999 -0.2909 -0.6322 0.0286 -999 -0.1729 -0.4071 0.0675
741 -999 -0.1746 -0.5088 0.1126 -999 -0.1708 -0.4046 0.0684
742 -999 -0.1366 -0.4668 0.1381 -999 -0.1691 -0.4033 0.0691
743 -999 -0.2914 -0.7368 0.1323 -999 -0.1667 -0.4005 0.0698
744 -999 -0.1779 -0.5159 0.1453 -999 -0.1642 -0.3986 0.0706
745 -999 -0.1611 -0.5378 0.1843 -999 -0.1618 -0.3965 0.0716
746 -999 -0.1147 -0.4659 0.2036 -999 -0.1594 -0.3948 0.0733
747 -999 -0.1099 -0.4653 0.1934 -999 -0.1568 -0.3927 0.0745
748 -999 -0.104 -0.4589 0.2636 -999 -0.1543 -0.3909 0.0752
749 -999 -0.1487 -0.4878 0.1949 -999 -0.1515 -0.3891 0.0766
750 -999 -0.1658 -0.5219 0.2762 -999 -0.1487 -0.3875 0.0775
751 -999 -0.1996 -0.5254 0.2099 -999 -0.1463 -0.3842 0.078
752 -999 -0.2452 -0.5668 0.1847 -999 -0.1435 -0.3838 0.0791
753 -999 -0.1856 -0.4888 0.0963 -999 -0.1411 -0.3819 0.08
754 -999 -0.1537 -0.462 0.1547 -999 -0.1385 -0.3813 0.0817
755 -999 -0.0633 -0.3998 0.3273 -999 -0.136 -0.3806 0.0828
756 -999 -0.1255 -0.4619 0.162 -999 -0.1337 -0.3791 0.0841
757 -999 -0.134 -0.5048 0.1711 -999 -0.1318 -0.3772 0.0848
758 -999 -0.0348 -0.409 0.2509 -999 -0.1303 -0.3767 0.0855
759 -999 -0.0952 -0.4619 0.1856 -999 -0.1289 -0.3754 0.0851
760 -999 -0.1892 -0.5351 0.0714 -999 -0.1278 -0.3752 0.0855
761 -999 -0.2331 -0.5578 0.1076 -999 -0.1269 -0.3757 0.0856
762 -999 -0.174 -0.498 0.1007 -999 -0.1266 -0.3741 0.0856
763 -999 -0.0361 -0.3789 0.2416 -999 -0.1268 -0.3756 0.0857
764 -999 0.0512 -0.3222 0.4155 -999 -0.127 -0.3761 0.0847
765 -999 0.0172 -0.3308 0.2861 -999 -0.1278 -0.3778 0.0845
766 -999 -0.0918 -0.4334 0.1668 -999 -0.1292 -0.3788 0.082
767 -999 -0.1279 -0.4416 0.1473 -999 -0.1307 -0.3807 0.0793
768 -999 -0.1289 -0.5268 0.2139 -999 -0.1329 -0.3829 0.0781
769 -999 -0.1064 -0.4628 0.1758 -999 -0.1354 -0.3838 0.0767
770 -999 -0.0742 -0.4481 0.2413 -999 -0.138 -0.3857 0.0746
771 -999 -0.0612 -0.3918 0.2334 -999 -0.141 -0.3891 0.0726
772 -999 -0.2099 -0.5448 0.1055 -999 -0.1442 -0.3922 0.0717
773 -999 -0.2243 -0.5758 0.1107 -999 -0.1476 -0.3951 0.0701
774 -999 -0.1424 -0.4948 0.1655 -999 -0.1513 -0.3987 0.0656
775 -999 -0.1398 -0.476 0.1414 -999 -0.155 -0.4029 0.0635
776 -999 -0.1777 -0.5135 0.1005 -999 -0.159 -0.4085 0.061
777 -999 -0.1896 -0.5429 0.0874 -999 -0.1631 -0.4121 0.0582
778 -999 -0.1575 -0.5128 0.1137 -999 -0.1668 -0.4173 0.0563
779 -999 -0.1962 -0.5349 0.0714 -999 -0.1708 -0.421 0.0538
780 -999 -0.2299 -0.5786 0.0493 -999 -0.1748 -0.4254 0.0504
781 -999 -0.2215 -0.5449 0.057 -999 -0.1786 -0.4287 0.048
782 -999 -0.2027 -0.5313 0.0625 -999 -0.1825 -0.4346 0.0449
783 -999 -0.1819 -0.5098 0.1243 -999 -0.1863 -0.4406 0.0427
784 -999 -0.2217 -0.5308 0.0682 -999 -0.1901 -0.445 0.0391
785 -999 -0.2188 -0.5208 0.0699 -999 -0.1936 -0.4478 0.0375
786 -999 -0.2448 -0.6028 0.0434 -999 -0.1967 -0.4521 0.0356
787 -999 -0.1969 -0.5298 0.0744 -999 -0.1997 -0.4558 0.0338
788 -999 -0.2972 -0.6718 0.0484 -999 -0.2028 -0.459 0.0316
789 -999 -0.2953 -0.6708 0.0042 -999 -0.2058 -0.4627 0.0299
790 -999 -0.2374 -0.5838 0.07 -999 -0.2087 -0.4667 0.0284
791 -999 -0.2161 -0.6158 0.0906 -999 -0.2111 -0.4693 0.0272
792 -999 -0.1949 -0.5548 0.0869 -999 -0.2138 -0.4713 0.0259
793 -999 -0.1637 -0.5148 0.1136 -999 -0.2161 -0.4721 0.0248
794 -999 -0.1855 -0.5527 0.1483 -999 -0.2181 -0.4726 0.0236
795 -999 -0.2259 -0.5753 0.0629 -999 -0.2201 -0.4731 0.0231
796 -999 -0.2052 -0.5638 0.0692 -999 -0.2222 -0.4751 0.0228
797 -999 -0.1997 -0.5278 0.0587 -999 -0.2239 -0.4762 0.0226
798 -999 -0.1541 -0.5245 0.1521 -999 -0.2256 -0.4765 0.0228
799 -999 -0.1916 -0.5418 0.0966 -999 -0.2274 -0.4773 0.0233
800 -999 -0.291 -0.6688 0.0107 -999 -0.2288 -0.4781 0.0236
801 -999 -0.2659 -0.5949 0.0168 -999 -0.23 -0.4784 0.0237
802 -999 -0.2502 -0.6148 0.0361 -999 -0.2312 -0.4789 0.0242
803 -999 -0.2603 -0.5909 0.0408 -999 -0.2322 -0.4782 0.024
804 -999 -0.25 -0.5992 0.0438 -999 -0.233 -0.4769 0.0249
805 -999 -0.2398 -0.5718 0.1282 -999 -0.2337 -0.4762 0.026
806 -999 -0.2384 -0.5708 0.0773 -999 -0.2342 -0.4757 0.0275
807 -999 -0.2828 -0.6078 0.0539 -999 -0.2347 -0.4738 0.0293
808 -999 -0.216 -0.5528 0.1368 -999 -0.2346 -0.4725 0.0304
809 -999 -0.277 -0.6278 0.1103 -999 -0.2349 -0.4717 0.0328
810 -999 -0.3002 -0.6728 0.1104 -999 -0.2346 -0.47 0.0335
811 -999 -0.1677 -0.5398 0.1476 -999 -0.2343 -0.4674 0.0351
812 -999 -0.155 -0.5208 0.1714 -999 -0.234 -0.4645 0.0364
813 -999 -0.1741 -0.5069 0.1216 -999 -0.2335 -0.4628 0.0385
814 -999 -0.2221 -0.5869 0.0832 -999 -0.2331 -0.4599 0.0411
815 -999 -0.2179 -0.5558 0.0824 -999 -0.2326 -0.4566 0.043
816 -999 -0.16 -0.477 0.1121 -999 -0.2323 -0.455 0.0438
817 -999 -0.2145 -0.5739 0.0963 -999 -0.2318 -0.4533 0.0451
818 -999 -0.1379 -0.5218 0.1548 -999 -0.2315 -0.4509 0.0459
819 -999 -0.1081 -0.4938 0.1971 -999 -0.2314 -0.4491 0.0488
820 -999 -0.1605 -0.5229 0.127 -999 -0.231 -0.4481 0.0495
821 -999 -0.1986 -0.5608 0.0966 -999 -0.2307 -0.4464 0.0504
822 -999 -0.209 -0.5249 0.0886 -999 -0.2305 -0.4459 0.0536
823 -999 -0.2363 -0.5598 0.06 -999 -0.2306 -0.4445 0.0545
824 -999 -0.354 -0.7128 0.0025 -999 -0.2305 -0.4417 0.0553
825 -999 -0.2606 -0.5678 0.0457 -999 -0.2306 -0.4403 0.0561
826 -999 -0.2327 -0.5549 0.0669 -999 -0.2305 -0.4378 0.0573
827 -999 -0.2148 -0.5378 0.1188 -999 -0.2304 -0.4366 0.0581
828 -999 -0.1984 -0.4914 0.1228 -999 -0.2303 -0.4364 0.0584
829 -999 -0.2087 -0.5488 0.1276 -999 -0.2301 -0.4352 0.0589
830 -999 -0.2088 -0.5739 0.088 -999 -0.2299 -0.4327 0.0597
831 -999 -0.2229 -0.5788 0.0975 -999 -0.2298 -0.432 0.0608
832 -999 -0.1151 -0.4359 0.2529 -999 -0.2299 -0.4311 0.0608
833 -999 -0.1199 -0.441 0.2045 -999 -0.2301 -0.431 0.0599
834 -999 -0.2067 -0.5578 0.1279 -999 -0.2303 -0.4309 0.06
835 -999 -0.2105 -0.5528 0.1324 -999 -0.2307 -0.4307 0.0591
836 -999 -0.2387 -0.6067 0.1379 -999 -0.2312 -0.4317 0.059
837 -999 -0.2088 -0.5478 0.1164 -999 -0.2319 -0.4333 0.0577
838 -999 -0.2039 -0.5518 0.1253 -999 -0.2326 -0.4356 0.058
839 -999 -0.2104 -0.5489 0.1173 -999 -0.2333 -0.4373 0.0578
840 -999 -0.1929 -0.5247 0.0809 -999 -0.2343 -0.4385 0.0563
841 -999 -0.2313 -0.5697 0.05 -999 -0.2355 -0.4406 0.0544
842 -999 -0.1395 -0.4328 0.1467 -999 -0.2364 -0.4427 0.0532
843 -999 -0.0947 -0.3978 0.1972 -999 -0.2375 -0.4447 0.0513
844 -999 -0.1479 -0.4822 0.166 -999 -0.239 -0.4467 0.0488
845 -999 -0.1237 -0.4488 0.21 -999 -0.2404 -0.4495 0.0468
846 -999 -0.1719 -0.4989 0.1516 -999 -0.2418 -0.454 0.045
847 -999 -0.2405 -0.573 0.1278 -999 -0.2434 -0.4565 0.0434
848 -999 -0.2178 -0.6048 0.1312 -999 -0.2451 -0.4587 0.0417
849 -999 -0.2287 -0.5817 0.094 -999 -0.2467 -0.4615 0.0382
850 -999 -0.1657 -0.5358 0.1784 -999 -0.2481 -0.4646 0.0364
851 -999 -0.2591 -0.6308 0.0793 -999 -0.2496 -0.4669 0.0338
852 -999 -0.2876 -0.6838 0.0748 -999 -0.2508 -0.4686 0.0311
853 -999 -0.2374 -0.6158 0.061 -999 -0.252 -0.4709 0.0277
854 -999 -0.3169 -0.6909 0.0253 -999 -0.2526 -0.4725 0.0249
855 -999 -0.2751 -0.6298 0.0761 -999 -0.2531 -0.4739 0.0232
856 -999 -0.2904 -0.6218 0.0363 -999 -0.2531 -0.4748 0.0218
857 -999 -0.3359 -0.6679 0.0171 -999 -0.2528 -0.4756 0.0203
858 -999 -0.2859 -0.6409 0.0409 -999 -0.2519 -0.4763 0.0192
859 -999 -0.2708 -0.6359 0.0738 -999 -0.2511 -0.4764 0.0178
860 -999 -0.3764 -0.7729 0.0267 -999 -0.2497 -0.4762 0.0166
861 -999 -0.3336 -0.6778 -0.0027 -999 -0.2477 -0.4763 0.0171
862 -999 -0.2836 -0.5998 0.0145 -999 -0.2454 -0.4759 0.0168
863 -999 -0.2732 -0.6005 0.0465 -999 -0.2427 -0.4752 0.0165
864 -999 -0.2498 -0.5718 0.0565 -999 -0.2398 -0.4748 0.0157
865 -999 -0.378 -0.7528 -0.0374 -999 -0.2365 -0.4722 0.016
866 -999 -0.2939 -0.6148 0.0118 -999 -0.2328 -0.4695 0.0164
867 -999 -0.2856 -0.6009 -0.0111 -999 -0.2289 -0.4663 0.018
868 -999 -0.2269 -0.6308 0.0695 -999 -0.2247 -0.4624 0.0189
869 -999 -0.2415 -0.614 0.0285 -999 -0.2203 -0.458 0.0209
870 -999 -0.2452 -0.6218 0.0662 -999 -0.2161 -0.4536 0.023
871 -999 -0.2779 -0.6338 0.0305 -999 -0.2118 -0.4505 0.0255
872 -999 -0.2191 -0.5578 0.046 -999 -0.2075 -0.4477 0.0278
873 -999 -0.1317 -0.4705 0.1985 -999 -0.2035 -0.4432 0.0308
874 -999 -0.239 -0.6058 0.084 -999 -0.1992 -0.4388 0.0334
875 -999 -0.1268 -0.463 0.1452 -999 -0.1955 -0.4356 0.0372
876 -999 -0.1307 -0.465 0.1659 -999 -0.1918 -0.4317 0.04
877 -999 -0.2667 -0.632 0.1317 -999 -0.1887 -0.4282 0.0435
878 -999 -0.0864 -0.4154 0.2223 -999 -0.1856 -0.4244 0.0465
879 -999 -0.0888 -0.4448 0.1888 -999 -0.1829 -0.422 0.0494
880 -999 -0.0629 -0.4378 0.2242 -999 -0.1808 -0.4197 0.0514
881 -999 -0.0953 -0.4821 0.1711 -999 -0.1792 -0.4175 0.053
882 -999 -0.0117 -0.4049 0.2644 -999 -0.1782 -0.4156 0.0553
883 -999 -0.0997 -0.4602 0.1931 -999 -0.1776 -0.4137 0.0571
884 -999 -0.2467 -0.566 0.1413 -999 -0.1775 -0.4117 0.0585
885 -999 -0.0747 -0.4158 0.2263 -999 -0.1778 -0.4108 0.0592
886 -999 -0.1395 -0.5388 0.1902 -999 -0.1785 -0.41 0.0596
887 -999 -0.0484 -0.4045 0.3057 -999 -0.1797 -0.4098 0.0604
888 -999 -0.198 -0.5608 0.1106 -999 -0.1812 -0.4094 0.0604
889 -999 -0.1317 -0.4608 0.1514 -999 -0.1829 -0.4098 0.0593
890 -999 -0.1615 -0.4928 0.1834 -999 -0.185 -0.4106 0.0578
891 -999 -0.0955 -0.4188 0.2591 -999 -0.1875 -0.4113 0.056
892 -999 -0.1242 -0.4369 0.1843 -999 -0.1899 -0.4117 0.0545
893 -999 -0.2116 -0.5188 0.1157 -999 -0.1925 -0.413 0.0531
894 -999 -0.1358 -0.4291 0.1586 -999 -0.1949 -0.4148 0.0512
895 -999 -0.1365 -0.4604 0.1679 -999 -0.1977 -0.4177 0.0491
896 -999 -0.2412 -0.5713 0.056 -999 -0.2007 -0.419 0.0475
897 -999 -0.1568 -0.4689 0.1306 -999 -0.2036 -0.421 0.045
898 -999 -0.2343 -0.5368 0.036 -999 -0.2063 -0.4231 0.0432
899 -999 -0.2573 -0.5702 0.0343 -999 -0.2092 -0.4246 0.0401
900 -999 -0.3581 -0.7158 -0.0608 -999 -0.2118 -0.4269 0.0381
901 -999 -0.2466 -0.555 0.0231 -999 -0.2143 -0.4283 0.0371
902 -999 -0.2998 -0.6158 -0.0089 -999 -0.2162 -0.4289 0.0369
903 -999 -0.3519 -0.7128 -0.0562 -999 -0.218 -0.4283 0.0368
904 -999 -0.2393 -0.5689 0.0185 -999 -0.2196 -0.429 0.0362
905 -999 -0.2409 -0.5888 0.0219 -999 -0.2208 -0.4293 0.0358
906 -999 -0.2356 -0.5887 0.0306 -999 -0.2217 -0.4291 0.0365
907 -999 -0.2546 -0.6039 0.0527 -999 -0.2225 -0.4286 0.0358
908 -999 -0.1895 -0.5138 0.0909 -999 -0.2228 -0.4303 0.0366
909 -999 -0.195 -0.5316 0.0955 -999 -0.2233 -0.4309 0.0366
910 -999 -0.2555 -0.5888 0.0386 -999 -0.223 -0.4302 0.0381
911 -999 -0.2269 -0.5727 0.0663 -999 -0.2229 -0.4284 0.0398
912 -999 -0.1198 -0.4913 0.2013 -999 -0.2226 -0.427 0.0412
913 -999 -0.2108 -0.5787 0.0912 -999 -0.2221 -0.427 0.0433
914 -999 -0.2405 -0.5828 0.0656 -999 -0.2217 -0.4249 0.0455
915 -999 -0.141 -0.4777 0.1604 -999 -0.2208 -0.4235 0.0481
916 -999 -0.259 -0.6149 0.0515 -999 -0.2198 -0.422 0.0506
917 -999 -0.2288 -0.5911 0.0802 -999 -0.2181 -0.4207 0.0522
918 -999 -0.2263 -0.539 0.1108 -999 -0.2167 -0.4187 0.0549
919 -999 -0.194 -0.5008 0.1265 -999 -0.2151 -0.416 0.0579
920 -999 -0.2039 -0.5078 0.1207 -999 -0.2133 -0.4132 0.0602
921 -999 -0.1844 -0.4998 0.1304 -999 -0.2114 -0.4114 0.0623
922 -999 -0.2248 -0.5314 0.1361 -999 -0.2095 -0.4087 0.0663
923 -999 -0.1852 -0.5148 0.2088 -999 -0.2076 -0.4067 0.0708
924 -999 -0.2335 -0.5668 0.0945 -999 -0.2052 -0.4045 0.0737
925 -999 -0.1918 -0.4968 0.123 -999 -0.203 -0.402 0.0763
926 -999 -0.0562 -0.3778 0.272 -999 -0.2008 -0.4004 0.0813
927 -999 -0.1644 -0.5238 0.1473 -999 -0.1986 -0.3998 0.0845
928 -999 -0.1408 -0.4648 0.1698 -999 -0.196 -0.398 0.0869
929 -999 -0.0725 -0.4269 0.2621 -999 -0.1938 -0.3971 0.0892
930 -999 -0.0678 -0.4039 0.2836 -999 -0.1917 -0.3969 0.0909
931 -999 -0.1527 -0.4709 0.1571 -999 -0.1894 -0.3967 0.0924
932 -999 -0.0819 -0.4056 0.2472 -999 -0.1877 -0.3955 0.0942
933 -999 -0.1175 -0.4629 0.2075 -999 -0.186 -0.3956 0.0937
934 -999 -0.1019 -0.4398 0.2008 -999 -0.1845 -0.396 0.0939
935 -999 -0.1423 -0.5014 0.1889 -999 -0.1831 -0.3966 0.0932
936 -999 -0.0683 -0.3898 0.2643 -999 -0.1823 -0.3973 0.0924
937 -999 -0.0853 -0.4125 0.2581 -999 -0.1813 -0.3977 0.0912
938 -999 -0.1349 -0.4498 0.2328 -999 -0.1807 -0.3988 0.0911
939 -999 -0.1537 -0.5014 0.1974 -999 -0.1802 -0.4004 0.0892
940 -999 -0.2834 -0.6309 0.0597 -999 -0.1799 -0.4027 0.0856
941 -999 -0.1699 -0.5221 0.1164 -999 -0.1794 -0.4035 0.0833
942 -999 -0.2119 -0.5758 0.1236 -999 -0.1789 -0.4041 0.0812
943 -999 -0.2033 -0.5658 0.115 -999 -0.1786 -0.4053 0.0797
944 -999 -0.197 -0.5188 0.1242 -999 -0.1788 -0.4085 0.0767
945 -999 -0.1536 -0.4519 0.1687 -999 -0.1785 -0.4085 0.0732
946 -999 -0.1385 -0.4319 0.2143 -999 -0.1783 -0.4104 0.0699
947 -999 -0.1838 -0.5079 0.1167 -999 -0.1784 -0.4135 0.0664
948 -999 -0.1533 -0.4799 0.1545 -999 -0.1787 -0.4162 0.0631
949 -999 -0.122 -0.4433 0.2318 -999 -0.1788 -0.4176 0.0575
950 -999 -0.2118 -0.529 0.0667 -999 -0.1793 -0.4206 0.0541
951 -999 -0.1979 -0.5398 0.0861 -999 -0.1794 -0.421 0.0502
952 -999 -0.2269 -0.6278 0.0647 -999 -0.1798 -0.423 0.0456
953 -999 -0.1967 -0.5118 0.0936 -999 -0.1804 -0.4248 0.042
954 -999 -0.246 -0.5799 0.1018 -999 -0.1808 -0.4258 0.038
955 -999 -0.208 -0.5471 0.0658 -999 -0.1811 -0.4266 0.0343
956 -999 -0.1654 -0.5137 0.0898 -999 -0.1814 -0.4288 0.0314
957 -999 -0.1921 -0.536 0.0379 -999 -0.1814 -0.4285 0.0271
958 -999 -0.3509 -0.7041 0.0038 -999 -0.1821 -0.4301 0.0245
959 -999 -0.1679 -0.5143 0.1092 -999 -0.1824 -0.4309 0.0219
960 -999 -0.2057 -0.5348 0.0497 -999 -0.1825 -0.4304 0.0197
961 -999 -0.3206 -0.6449 -0.0231 -999 -0.1826 -0.4312 0.0174
962 -999 -0.2064 -0.5228 0.0921 -999 -0.1829 -0.4306 0.016
963 -999 -0.1404 -0.4578 0.165 -999 -0.1833 -0.4306 0.0142
964 -999 -0.1389 -0.4809 0.1446 -999 -0.1837 -0.4298 0.0123
965 -999 -0.1694 -0.5349 0.143 -999 -0.184 -0.4296 0.0116
966 -999 -0.1124 -0.4518 0.2099 -999 -0.1846 -0.4307 0.0107
967 -999 -0.2219 -0.5599 0.0924 -999 -0.1853 -0.4321 0.0103
968 -999 -0.0964 -0.4238 0.2002 -999 -0.186 -0.4331 0.0099
969 -999 -0.1548 -0.5399 0.1465 -999 -0.1872 -0.4335 0.0088
970 -999 -0.1826 -0.5158 0.0847 -999 -0.1884 -0.4342 0.0073
971 -999 -0.1849 -0.514 0.0913 -999 -0.1898 -0.4341 0.0074
972 -999 -0.0881 -0.4311 0.1741 -999 -0.1915 -0.4342 0.0071
973 -999 -0.255 -0.5867 0.0517 -999 -0.1935 -0.4342 0.0075
974 -999 -0.1778 -0.5082 0.1089 -999 -0.1953 -0.4348 0.0071
975 -999 -0.2013 -0.5228 0.111 -999 -0.1976 -0.4339 0.0075
976 -999 -0.3019 -0.6748 0.0837 -999 -0.2 -0.4337 0.0076
977 -999 -0.1865 -0.4788 0.087 -999 -0.2022 -0.4334 0.0082
978 -999 -0.1429 -0.4488 0.195 -999 -0.2046 -0.434 0.0081
979 -999 -0.2342 -0.5778 0.0458 -999 -0.2069 -0.434 0.0084
980 -999 -0.2077 -0.5224 0.0821 -999 -0.2092 -0.4337 0.0079
981 -999 -0.3009 -0.6103 -0.0095 -999 -0.2119 -0.4331 0.0086
982 -999 -0.1459 -0.4329 0.1082 -999 -0.2141 -0.4339 0.0093
983 -999 -0.1942 -0.4959 0.0645 -999 -0.216 -0.4347 0.0093
984 -999 -0.211 -0.522 0.0604 -999 -0.2183 -0.4348 0.0102
985 -999 -0.1959 -0.5047 0.0568 -999 -0.2207 -0.4332 0.0107
986 -999 -0.1566 -0.4508 0.1343 -999 -0.2229 -0.4334 0.0108
987 -999 -0.1909 -0.5069 0.1316 -999 -0.2248 -0.4342 0.0115
988 -999 -0.2108 -0.499 0.0857 -999 -0.2267 -0.4344 0.0119
989 -999 -0.2479 -0.5438 0.0542 -999 -0.2284 -0.4351 0.012
990 -999 -0.2571 -0.5958 0.1085 -999 -0.23 -0.4356 0.0119
991 -999 -0.2288 -0.5209 0.0685 -999 -0.2314 -0.4357 0.0121
992 -999 -0.1861 -0.4825 0.098 -999 -0.2328 -0.4368 0.0118
993 -999 -0.1724 -0.4718 0.0997 -999 -0.2339 -0.4387 0.0118
994 -999 -0.1666 -0.4722 0.1314 -999 -0.235 -0.4404 0.012
995 -999 -0.1848 -0.5228 0.1401 -999 -0.236 -0.4418 0.0122
996 -999 -0.2551 -0.5659 0.0323 -999 -0.2367 -0.4414 0.0119
997 -999 -0.2098 -0.5368 0.0889 -999 -0.2375 -0.4424 0.0121
998 -999 -0.1988 -0.5118 0.1063 -999 -0.2381 -0.4434 0.011
999 -999 -0.1985 -0.5236 0.0849 -999 -0.2386 -0.4454 0.0106
1000 -999 -0.2198 -0.5218 0.0641 -999 -0.2389 -0.447 0.0098
1001 -999 -0.2443 -0.5728 0.0334 -999 -0.2389 -0.4486 0.009
1002 -999 -0.1904 -0.5284 0.0743 -999 -0.2391 -0.4519 0.0086
1003 -999 -0.2479 -0.5889 0.0547 -999 -0.2388 -0.4525 0.0086
1004 -999 -0.23 -0.5399 0.046 -999 -0.2388 -0.4543 0.008
1005 -999 -0.1992 -0.5358 0.0748 -999 -0.2383 -0.4563 0.0071
1006 -999 -0.2419 -0.5628 0.0559 -999 -0.2378 -0.4574 0.0056
1007 -999 -0.2128 -0.4958 0.0956 -999 -0.2372 -0.4583 0.0043
1008 -999 -0.2498 -0.5488 0.04 -999 -0.2367 -0.4587 0.0038
1009 -999 -0.2139 -0.5298 0.0703 -999 -0.2358 -0.4597 0.0036
1010 -999 -0.2051 -0.5359 0.073 -999 -0.2348 -0.459 0.0025
1011 -999 -0.2799 -0.6461 0.0694 -999 -0.2338 -0.4587 0.0024
